group,layer,head,enrichment_uid,enrichment_date
seen_unknown,1,6,0.4612887501716614,0.5466108918190002
seen_unknown,1,7,1.2163652181625366,0.6110022068023682
seen_unknown,1,8,0.919278085231781,0.49994412064552307
seen_unknown,1,9,0.2887934446334839,0.302251935005188
seen_unknown,1,10,0.24507032334804535,0.34715595841407776
seen_unknown,1,11,0.6086940169334412,0.7258591055870056
seen_unknown,2,0,0.41128405928611755,0.5598880648612976
seen_unknown,2,1,0.9381188154220581,0.6928367614746094
seen_unknown,2,2,0.10784022510051727,0.1317313313484192
seen_unknown,2,3,0.5037508606910706,0.7213060259819031
seen_unknown,2,4,0.8730908632278442,0.5156791806221008
seen_unknown,2,5,0.7247480750083923,0.5589020252227783
seen_unknown,2,6,0.29793015122413635,0.5725077390670776
seen_unknown,2,7,0.8104873299598694,0.6814345121383667
seen_unknown,2,8,0.8656270503997803,0.7326573729515076
seen_unknown,2,9,0.5853184461593628,0.5409154295921326
seen_unknown,2,10,0.5595425963401794,0.5105648636817932
seen_unknown,2,11,0.2942007780075073,0.3066435158252716
seen_unknown,3,0,0.39689627289772034,0.3446089029312134
seen_unknown,3,1,0.3169863820075989,0.4194660484790802
seen_unknown,3,2,0.6009577512741089,0.6614287495613098
seen_unknown,3,3,0.771906852722168,0.6984968781471252
seen_unknown,3,4,0.11155610531568527,0.1547427922487259
seen_unknown,3,5,0.5066361427307129,0.5509175062179565
seen_unknown,3,6,0.5590610504150391,0.5355217456817627
seen_unknown,3,7,0.5733548998832703,0.5196026563644409
seen_unknown,3,8,0.5493401885032654,0.7123417854309082
seen_unknown,3,9,0.45809176564216614,0.8091321587562561
seen_unknown,3,10,0.1337214708328247,0.317232608795166
seen_unknown,3,11,0.6031497716903687,0.8454158306121826
seen_unknown,4,0,0.8539096117019653,0.690787672996521
seen_unknown,4,1,1.203911542892456,1.0844167470932007
seen_unknown,4,2,0.5303019285202026,0.5442436933517456
seen_unknown,4,3,0.3616282641887665,0.4850921928882599
seen_unknown,4,4,0.6556573510169983,0.46673500537872314
seen_unknown,4,5,0.7513560056686401,0.552873969078064
seen_unknown,4,6,0.08900565654039383,0.2393134981393814
seen_unknown,4,7,0.5373131036758423,0.39681556820869446
seen_unknown,4,8,1.0012420415878296,0.8703728914260864
seen_unknown,4,9,1.087461233139038,0.6885643601417542
seen_unknown,4,10,1.1225783824920654,0.7340566515922546
seen_unknown,4,11,0.7630290985107422,0.5377846360206604
seen_unknown,5,0,0.44005057215690613,0.4364767372608185
seen_unknown,5,1,0.8032042980194092,0.9225585460662842
seen_unknown,5,2,0.26987767219543457,0.22171470522880554
seen_unknown,5,3,0.7585377097129822,0.703654944896698
seen_unknown,5,4,1.052709937095642,0.6213817596435547
seen_unknown,5,5,0.17950639128684998,0.5215802788734436
seen_unknown,5,6,0.2592066526412964,0.17750249803066254
seen_unknown,5,7,0.7432887554168701,0.8818681240081787
seen_unknown,5,8,0.5402973294258118,0.5253472328186035
seen_unknown,5,9,0.398224800825119,0.5615115761756897
seen_unknown,5,10,0.6651424169540405,0.5501446723937988
seen_unknown,5,11,0.6372043490409851,0.634136974811554
seen_unknown,6,0,1.3378735780715942,0.3383456766605377
seen_unknown,6,1,1.4588590860366821,0.5221625566482544
seen_unknown,6,2,0.5687450170516968,0.14839710295200348
seen_unknown,6,3,0.848970353603363,0.5177325010299683
seen_unknown,6,4,0.5717530250549316,0.6090701818466187
seen_unknown,6,5,0.4928988814353943,0.4664609730243683
seen_unknown,6,6,0.39000916481018066,0.5468219518661499
seen_unknown,6,7,0.541749894618988,0.630220890045166
seen_unknown,6,8,1.7106389999389648,0.5517544150352478
seen_unknown,6,9,1.085319995880127,0.1723630130290985
seen_unknown,6,10,0.6204218864440918,0.394975483417511
seen_unknown,6,11,1.6254342794418335,0.541419506072998
