mass_date_tokens,mass_cls,mass_content,enrichment_date,enrichment_content,n_date_tokens,seq_len,group
0.041084691882133484,0.4708685576915741,0.4880467504262924,0.10499421258767445,0.8634673276772866,9,23,seen
0.00897994264960289,0.3719192445278168,0.6191008128225803,0.09079719790154034,0.6955330119364792,9,91,seen
0.01732081174850464,0.39740368723869324,0.5852755010128021,0.10584940512975057,0.7153367234600915,9,55,seen
0.024420350790023804,0.4257804751396179,0.5497991740703583,0.1519488493601481,0.669320733650871,9,56,seen
0.01656247116625309,0.37050870060920715,0.6129288282245398,0.1490622404962778,0.699256832199827,9,81,seen
0.024109523743391037,0.38794779777526855,0.5879426784813404,0.16876666620373726,0.6988752593268763,9,63,seen
0.038874611258506775,0.30578088760375977,0.6553445011377335,0.26348347630765706,0.7838434229294459,9,61,seen
0.017060458660125732,0.35654038190841675,0.6263991594314575,0.12890124320983887,0.7343990145058468,9,68,seen
0.045415934175252914,0.39934733510017395,0.5552367307245731,0.30781910941004753,0.6641066779254698,9,61,seen
0.012542692944407463,0.42850103974342346,0.5589562673121691,0.08361795296271643,0.6707475207746029,9,60,seen
0.038910508155822754,0.48637959361076355,0.4747098982334137,0.09511457549201117,0.8703014800945919,9,22,seen
0.006696500349789858,0.4280274212360382,0.5652760784141719,0.06101255874252982,0.6437866448605847,9,82,seen
0.00977534893900156,0.453999400138855,0.5362252509221435,0.0553936439876755,0.6670118974885199,9,51,seen
